feature,value
x_squared_sum_DNase::fibroblast_of_skin_of_left_biceps__embryo_pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_skin_of_left_biceps__embryo_pc,1606000.7499903515
xy_sum_DNase::fibroblast_of_skin_of_left_biceps__embryo_pc,1586841.678856742
n_DNase::fibroblast_of_skin_of_left_biceps__embryo_pc,257088255.0
pearson_r_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,-0.0004447414619261557
p_value_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,9.966235155835874e-13
fraction_within_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,0.007737454831530997
cosine_similarity_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,0.02224681047707585
x_sum_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,257023778.68751895
y_sum_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,2028020.2001236454
x_squared_sum_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,2018003.419993693
xy_sum_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,1989208.760779623
n_DNase::fibroblast_of_skin_of_left_quadriceps__embryo_pc,257088255.0
pearson_r_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,9.818130698551726e-05
p_value_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,0.11543289826112862
fraction_within_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,0.01729817274961365
cosine_similarity_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,0.03361177647217306
x_sum_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,257023778.68751895
y_sum_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,4435816.8002174795
x_squared_sum_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,4418538.879993434
xy_sum_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,4447157.046886725
n_DNase::fibroblast_of_skin_of_right_biceps__embryo_pc,257088255.0
pearson_r_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,-0.0002672974646410275
p_value_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,1.8205001722237397e-05
fraction_within_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,0.01541009148521374
cosine_similarity_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,0.031554832480812596
x_sum_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,257023778.68751895
y_sum_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,3994954.3002054915
x_squared_sum_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,3978687.509995418
xy_sum_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,3961753.529323959
n_DNase::fibroblast_of_skin_of_right_quadriceps__embryo_pc,257088255.0
pearson_r_DNase::fibroblast_of_skin_of_scalp__embryo_pc,-0.00010332890573817612
p_value_DNase::fibroblast_of_skin_of_scalp__embryo_pc,0.09756548611462526
fraction_within_DNase::fibroblast_of_skin_of_scalp__embryo_pc,0.015432854764497229
cosine_similarity_DNase::fibroblast_of_skin_of_scalp__embryo_pc,0.03165849975053707
x_sum_DNase::fibroblast_of_skin_of_scalp__embryo_pc,257023778.68751895
y_sum_DNase::fibroblast_of_skin_of_scalp__embryo_pc,3981029.1002090275
x_squared_sum_DNase::fibroblast_of_skin_of_scalp__embryo_pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_skin_of_scalp__embryo_pc,3964359.5099918903
xy_sum_DNase::fibroblast_of_skin_of_scalp__embryo_pc,3967605.7010730286
n_DNase::fibroblast_of_skin_of_scalp__embryo_pc,257088255.0
pearson_r_DNase::fibroblast_of_the_aortic_adventitia__pc,-2.1949408252391677e-05
p_value_DNase::fibroblast_of_the_aortic_adventitia__pc,0.7248838088478785
fraction_within_DNase::fibroblast_of_the_aortic_adventitia__pc,0.01717428590632029
cosine_similarity_DNase::fibroblast_of_the_aortic_adventitia__pc,0.03342672615337049
x_sum_DNase::fibroblast_of_the_aortic_adventitia__pc,257023778.68751895
y_sum_DNase::fibroblast_of_the_aortic_adventitia__pc,4419194.900187902
x_squared_sum_DNase::fibroblast_of_the_aortic_adventitia__pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_the_aortic_adventitia__pc,4403833.029985852
xy_sum_DNase::fibroblast_of_the_aortic_adventitia__pc,4415307.194526977
n_DNase::fibroblast_of_the_aortic_adventitia__pc,257088255.0
pearson_r_DNase::fibroblast_of_the_conjunctiva__pc,-0.0008161296431777908
p_value_DNase::fibroblast_of_the_conjunctiva__pc,3.969490387737029e-39
fraction_within_DNase::fibroblast_of_the_conjunctiva__pc,0.004732481345519694
cosine_similarity_DNase::fibroblast_of_the_conjunctiva__pc,0.017176574915467754
x_sum_DNase::fibroblast_of_the_conjunctiva__pc,257023778.68751895
y_sum_DNase::fibroblast_of_the_conjunctiva__pc,1272748.0000768825
x_squared_sum_DNase::fibroblast_of_the_conjunctiva__pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_the_conjunctiva__pc,1266385.2399934288
xy_sum_DNase::fibroblast_of_the_conjunctiva__pc,1216665.3709397102
n_DNase::fibroblast_of_the_conjunctiva__pc,257088255.0
pearson_r_DNase::fibroblast_of_upper_back_skin__embryo_pc,0.00032555910333674027
p_value_DNase::fibroblast_of_upper_back_skin__embryo_pc,1.7891780279927184e-07
fraction_within_DNase::fibroblast_of_upper_back_skin__embryo_pc,0.016776471168354977
cosine_similarity_DNase::fibroblast_of_upper_back_skin__embryo_pc,0.03321620562930495
x_sum_DNase::fibroblast_of_upper_back_skin__embryo_pc,257023778.68751895
y_sum_DNase::fibroblast_of_upper_back_skin__embryo_pc,4273569.0002268255
x_squared_sum_DNase::fibroblast_of_upper_back_skin__embryo_pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_upper_back_skin__embryo_pc,4255615.119994555
xy_sum_DNase::fibroblast_of_upper_back_skin__embryo_pc,4313033.697730192
n_DNase::fibroblast_of_upper_back_skin__embryo_pc,257088255.0
pearson_r_DNase::fibroblast_of_villous_mesenchyme__pc,-0.0003516931596190671
p_value_DNase::fibroblast_of_villous_mesenchyme__pc,1.7100252353413832e-08
fraction_within_DNase::fibroblast_of_villous_mesenchyme__pc,0.016499084846159022
cosine_similarity_DNase::fibroblast_of_villous_mesenchyme__pc,0.03261006892868289
x_sum_DNase::fibroblast_of_villous_mesenchyme__pc,257023778.68751895
y_sum_DNase::fibroblast_of_villous_mesenchyme__pc,4286662.000204705
x_squared_sum_DNase::fibroblast_of_villous_mesenchyme__pc,3961898257.5035076
y_squared_sum_DNase::fibroblast_of_villous_mesenchyme__pc,4270487.279993591
xy_sum_DNase::fibroblast_of_villous_mesenchyme__pc,4241720.932195966
n_DNase::fibroblast_of_villous_mesenchyme__pc,257088255.0
pearson_r_DNase::forelimb_muscle__embryo_tis,-0.0005661715870764535
p_value_DNase::forelimb_muscle__embryo_tis,1.1060854973783502e-19
fraction_within_DNase::forelimb_muscle__embryo_tis,0.0021149309222283953
cosine_similarity_DNase::forelimb_muscle__embryo_tis,0.01148819189255826
x_sum_DNase::forelimb_muscle__embryo_tis,257023778.68751895
y_sum_DNase::forelimb_muscle__embryo_tis,569750.6000538692
x_squared_sum_DNase::forelimb_muscle__embryo_tis,3961898257.5035076
y_squared_sum_DNase::forelimb_muscle__embryo_tis,565392.6599974519
xy_sum_DNase::forelimb_muscle__embryo_tis,543723.9002412389
n_DNase::forelimb_muscle__embryo_tis,257088255.0
pearson_r_DNase::foreskin_fibroblast__pc,0.0005192087567663626
p_value_DNase::foreskin_fibroblast__pc,8.434364559768518e-17
fraction_within_DNase::foreskin_fibroblast__pc,0.028901390199686017
cosine_similarity_DNase::foreskin_fibroblast__pc,0.04363820626726086
x_sum_DNase::foreskin_fibroblast__pc,257023778.68751895
y_sum_DNase::foreskin_fibroblast__pc,7347796.500381045
x_squared_sum_DNase::foreskin_fibroblast__pc,3961898257.5035076
y_squared_sum_DNase::foreskin_fibroblast__pc,7317535.52998839
xy_sum_DNase::foreskin_fibroblast__pc,7430207.973511379
n_DNase::foreskin_fibroblast__pc,257088255.0
pearson_r_DNase::foreskin_keratinocyte__pc,-1.4366815118287501e-05
p_value_DNase::foreskin_keratinocyte__pc,0.8176294230752185
fraction_within_DNase::foreskin_keratinocyte__pc,0.017463680321155105
cosine_similarity_DNase::foreskin_keratinocyte__pc,0.033724643790630365
x_sum_DNase::foreskin_keratinocyte__pc,257023778.68751895
y_sum_DNase::foreskin_keratinocyte__pc,4492667.100244224
x_squared_sum_DNase::foreskin_keratinocyte__pc,3961898257.5035076
y_squared_sum_DNase::foreskin_keratinocyte__pc,4473402.309994978
xy_sum_DNase::foreskin_keratinocyte__pc,4489707.099643606
n_DNase::foreskin_keratinocyte__pc,257088255.0
pearson_r_DNase::foreskin_melanocyte__pc,-0.0004903237892446787
p_value_DNase::foreskin_melanocyte__pc,3.7853674120777925e-15
fraction_within_DNase::foreskin_melanocyte__pc,0.010352776511086372
cosine_similarity_DNase::foreskin_melanocyte__pc,0.025742038763785478
x_sum_DNase::foreskin_melanocyte__pc,257023778.68751895
y_sum_DNase::foreskin_melanocyte__pc,2711021.800154172
x_squared_sum_DNase::foreskin_melanocyte__pc,3961898257.5035076
y_squared_sum_DNase::foreskin_melanocyte__pc,2698292.0399868446
xy_sum_DNase::foreskin_melanocyte__pc,2661577.2476401837
n_DNase::foreskin_melanocyte__pc,257088255.0
pearson_r_DNase::frontal_cortex__tis,-0.0018110033949581775
p_value_DNase::frontal_cortex__tis,2.206781503814928e-185
fraction_within_DNase::frontal_cortex__tis,0.0038205883517930727
cosine_similarity_DNase::frontal_cortex__tis,0.014963077116437812
x_sum_DNase::frontal_cortex__tis,257023778.68751895
y_sum_DNase::frontal_cortex__tis,1097216.600120172
x_squared_sum_DNase::frontal_cortex__tis,3961898257.5035076
y_squared_sum_DNase::frontal_cortex__tis,1087626.5999942862
xy_sum_DNase::frontal_cortex__tis,982228.3924358072
n_DNase::frontal_cortex__tis,257088255.0
pearson_r_DNase::g401__cancer_cl,-0.0003264989904557069
p_value_DNase::g401__cancer_cl,1.6491731330264936e-07
fraction_within_DNase::g401__cancer_cl,0.011953550161721884
cosine_similarity_DNase::g401__cancer_cl,0.02775119060011665
x_sum_DNase::g401__cancer_cl,257023778.68751895
y_sum_DNase::g401__cancer_cl,3108647.8001728803
x_squared_sum_DNase::g401__cancer_cl,3961898257.5035076
y_squared_sum_DNase::g401__cancer_cl,3095221.4800007455
xy_sum_DNase::g401__cancer_cl,3073117.352132047
n_DNase::g401__cancer_cl,257088255.0
pearson_r_DNase::gastrocnemius_medialis__tis,-0.000543364199297858
p_value_DNase::gastrocnemius_medialis__tis,2.978049671542071e-18
fraction_within_DNase::gastrocnemius_medialis__tis,0.009057484144537161
cosine_similarity_DNase::gastrocnemius_medialis__tis,0.02417251446621273
x_sum_DNase::gastrocnemius_medialis__tis,257023778.68751895
y_sum_DNase::gastrocnemius_medialis__tis,2379548.2001853585
x_squared_sum_DNase::gastrocnemius_medialis__tis,3961898257.5035076
y_squared_sum_DNase::gastrocnemius_medialis__tis,2342246.8399990853
xy_sum_DNase::gastrocnemius_medialis__tis,2328572.7934092265
n_DNase::gastrocnemius_medialis__tis,257088255.0
pearson_r_DNase::germinal_center__tis,-0.002308106644088935
p_value_DNase::germinal_center__tis,8.462861551499263e-300
fraction_within_DNase::germinal_center__tis,0.003392892144781671
cosine_similarity_DNase::germinal_center__tis,0.01381097493312683
x_sum_DNase::germinal_center__tis,257023778.68751895
y_sum_DNase::germinal_center__tis,1013215.7000766173
x_squared_sum_DNase::germinal_center__tis,3961898257.5035076
y_squared_sum_DNase::germinal_center__tis,1006821.7499919534
xy_sum_DNase::germinal_center__tis,872272.7209051271
n_DNase::germinal_center__tis,257088255.0
pearson_r_DNase::globus_pallidus__tis,-0.0010036715829916997
p_value_DNase::globus_pallidus__tis,2.8636583341870963e-58
fraction_within_DNase::globus_pallidus__tis,0.006529885403427273
cosine_similarity_DNase::globus_pallidus__tis,0.0201599361350084
x_sum_DNase::globus_pallidus__tis,257023778.68751895
y_sum_DNase::globus_pallidus__tis,1759741.5001228824
x_squared_sum_DNase::globus_pallidus__tis,3961898257.5035076
y_squared_sum_DNase::globus_pallidus__tis,1750225.3500018565
xy_sum_DNase::globus_pallidus__tis,1678756.8437170887
n_DNase::globus_pallidus__tis,257088255.0
pearson_r_DNase::glutamatergic_neuron__ivdc,-0.0003870876002887588
p_value_DNase::glutamatergic_neuron__ivdc,5.415977008816181e-10
fraction_within_DNase::glutamatergic_neuron__ivdc,0.004713483199082323
cosine_similarity_DNase::glutamatergic_neuron__ivdc,0.01735414384270561
x_sum_DNase::glutamatergic_neuron__ivdc,257023778.68751895
y_sum_DNase::glutamatergic_neuron__ivdc,1238166.1000910625
x_squared_sum_DNase::glutamatergic_neuron__ivdc,3961898257.5035076
y_squared_sum_DNase::glutamatergic_neuron__ivdc,1230661.729992099
xy_sum_DNase::glutamatergic_neuron__ivdc,1211781.170623892
n_DNase::glutamatergic_neuron__ivdc,257088255.0
pearson_r_DNase::gm03348__cl,-0.0004355635931223538
p_value_DNase::gm03348__cl,2.8727107107563624e-12
fraction_within_DNase::gm03348__cl,0.012650109409398274
cosine_similarity_DNase::gm03348__cl,0.028518116773290077
x_sum_DNase::gm03348__cl,257023778.68751895
y_sum_DNase::gm03348__cl,3300745.000219241
x_squared_sum_DNase::gm03348__cl,3961898257.5035076
y_squared_sum_DNase::gm03348__cl,3282524.9199775825
xy_sum_DNase::gm03348__cl,3252194.553621283
n_DNase::gm03348__cl,257088255.0
pearson_r_DNase::gm04503__cl,-0.0002643228712493079
p_value_DNase::gm04503__cl,2.253737955988007e-05
fraction_within_DNase::gm04503__cl,0.004932030279017316
cosine_similarity_DNase::gm04503__cl,0.017809413107168992
x_sum_DNase::gm04503__cl,257023778.68751895
y_sum_DNase::gm04503__cl,1286442.2000830546
x_squared_sum_DNase::gm04503__cl,3961898257.5035076
y_squared_sum_DNase::gm04503__cl,1279420.799989821
xy_sum_DNase::gm04503__cl,1267967.0580397248
n_DNase::gm04503__cl,257088255.0
pearson_r_DNase::gm04504__cl,-0.0005839846772028107
p_value_DNase::gm04504__cl,7.706909316296886e-21
fraction_within_DNase::gm04504__cl,0.0048909348344564315
cosine_similarity_DNase::gm04504__cl,0.017581789863819378
x_sum_DNase::gm04504__cl,257023778.68751895
y_sum_DNase::gm04504__cl,1298012.7000886574
x_squared_sum_DNase::gm04504__cl,3961898257.5035076
y_squared_sum_DNase::gm04504__cl,1290977.6899974814
xy_sum_DNase::gm04504__cl,1257401.9019091178
n_DNase::gm04504__cl,257088255.0
pearson_r_DNase::gm12864__cl,-0.0014767799771891299
p_value_DNase::gm12864__cl,5.9829075501038255e-124
fraction_within_DNase::gm12864__cl,0.0020069510987870726
cosine_similarity_DNase::gm12864__cl,0.01075845171208507
x_sum_DNase::gm12864__cl,257023778.68751895
y_sum_DNase::gm12864__cl,584521.2000493333
x_squared_sum_DNase::gm12864__cl,3961898257.5035076
y_squared_sum_DNase::gm12864__cl,580544.0599974699
xy_sum_DNase::gm12864__cl,515963.5558575011
n_DNase::gm12864__cl,257088255.0
pearson_r_DNase::gm12865__cl,-0.00159326666934922
p_value_DNase::gm12865__cl,6.019056446367964e-144
fraction_within_DNase::gm12865__cl,0.009020181482636416
cosine_similarity_DNase::gm12865__cl,0.023489526506719625
x_sum_DNase::gm12865__cl,257023778.68751895
y_sum_DNase::gm12865__cl,2470973.9001312777
x_squared_sum_DNase::gm12865__cl,3961898257.5035076
y_squared_sum_DNase::gm12865__cl,2460045.7299878495
xy_sum_DNase::gm12865__cl,2318982.7171543087
n_DNase::gm12865__cl,257088255.0
pearson_r_DNase::gm12878__cl,1.9422795348235376e-05
p_value_DNase::gm12878__cl,0.7554672065901926
fraction_within_DNase::gm12878__cl,0.03001786235641514
cosine_similarity_DNase::gm12878__cl,0.04470423463530927
x_sum_DNase::gm12878__cl,257023778.68751895
y_sum_DNase::gm12878__cl,7715982.900573738
x_squared_sum_DNase::gm12878__cl,3961898257.5035076
y_squared_sum_DNase::gm12878__cl,7521827.170020167
xy_sum_DNase::gm12878__cl,7717239.852040957
n_DNase::gm12878__cl,257088255.0
pearson_r_DNase::gm12891__cl,-0.0015087997904016917
p_value_DNase::gm12891__cl,2.6963657953574805e-129
fraction_within_DNase::gm12891__cl,0.001504195398313265
cosine_similarity_DNase::gm12891__cl,0.009223392621300201
x_sum_DNase::gm12891__cl,257023778.68751895
y_sum_DNase::gm12891__cl,447943.4000517577
x_squared_sum_DNase::gm12891__cl,3961898257.5035076
y_squared_sum_DNase::gm12891__cl,443698.81999720144
xy_sum_DNase::gm12891__cl,386710.97013138724
n_DNase::gm12891__cl,257088255.0
pearson_r_DNase::gm12892__cl,-0.0015039316235235102
p_value_DNase::gm12892__cl,1.7821750444679922e-128
fraction_within_DNase::gm12892__cl,0.001403930593893311
cosine_similarity_DNase::gm12892__cl,0.00888817172630271
x_sum_DNase::gm12892__cl,257023778.68751895
y_sum_DNase::gm12892__cl,420049.2000467256
x_squared_sum_DNase::gm12892__cl,3961898257.5035076
y_squared_sum_DNase::gm12892__cl,416224.41999653255
xy_sum_DNase::gm12892__cl,360934.06652514497
n_DNase::gm12892__cl,257088255.0
pearson_r_DNase::gm13976__cl,-0.0014197922014400823
p_value_DNase::gm13976__cl,1.0212076491853133e-114
fraction_within_DNase::gm13976__cl,0.005530571387845005
cosine_similarity_DNase::gm13976__cl,0.018339620042911387
x_sum_DNase::gm13976__cl,257023778.68751895
y_sum_DNase::gm13976__cl,1528354.1001420766
x_squared_sum_DNase::gm13976__cl,3961898257.5035076
y_squared_sum_DNase::gm13976__cl,1517121.9499963403
xy_sum_DNase::gm13976__cl,1421844.9472540005
n_DNase::gm13976__cl,257088255.0
pearson_r_DNase::gm13977__cl,-0.001507641566479744
p_value_DNase::gm13977__cl,4.2281631518629306e-129
fraction_within_DNase::gm13977__cl,0.005015930626349684
cosine_similarity_DNase::gm13977__cl,0.01739474106836209
x_sum_DNase::gm13977__cl,257023778.68751895
y_sum_DNase::gm13977__cl,1397672.8001286685
x_squared_sum_DNase::gm13977__cl,3961898257.5035076
y_squared_sum_DNase::gm13977__cl,1387165.4399892455
xy_sum_DNase::gm13977__cl,1289536.8519292972
n_DNase::gm13977__cl,257088255.0
pearson_r_DNase::gm19238__cl,-0.0018204418366906648
p_value_DNase::gm19238__cl,2.679502587305682e-187
fraction_within_DNase::gm19238__cl,0.0015933868444139453
cosine_similarity_DNase::gm19238__cl,0.009369190414340377
x_sum_DNase::gm19238__cl,257023778.68751895
y_sum_DNase::gm19238__cl,486658.8000529334
x_squared_sum_DNase::gm19238__cl,3961898257.5035076
y_squared_sum_DNase::gm19238__cl,482502.4000001262
xy_sum_DNase::gm19238__cl,409641.0433703377
n_DNase::gm19238__cl,257088255.0
pearson_r_DNase::gm19239__cl,-0.001545437449805161
p_value_DNase::gm19239__cl,1.4908816421123935e-135
fraction_within_DNase::gm19239__cl,0.0016561193468761397
cosine_similarity_DNase::gm19239__cl,0.009692201680110986
x_sum_DNase::gm19239__cl,257023778.68751895
y_sum_DNase::gm19239__cl,491479.80005422235
x_squared_sum_DNase::gm19239__cl,3961898257.5035076
y_squared_sum_DNase::gm19239__cl,487079.1399967134
xy_sum_DNase::gm19239__cl,425768.83296012646
n_DNase::gm19239__cl,257088255.0
pearson_r_DNase::gm19240__cl,-0.0014618696693139278
p_value_DNase::gm19240__cl,1.688071127985253e-121
fraction_within_DNase::gm19240__cl,0.0012335719611054766
cosine_similarity_DNase::gm19240__cl,0.008310082066669505
x_sum_DNase::gm19240__cl,257023778.68751895
y_sum_DNase::gm19240__cl,371140.30004230887
x_squared_sum_DNase::gm19240__cl,3961898257.5035076
y_squared_sum_DNase::gm19240__cl,367603.38999641995
xy_sum_DNase::gm19240__cl,317136.86289753485
n_DNase::gm19240__cl,257088255.0
pearson_r_DNase::gm20000__cl,-0.0019505950017736588
p_value_DNase::gm20000__cl,9.95262034299317e-215
fraction_within_DNase::gm20000__cl,0.004968134079260049
cosine_similarity_DNase::gm20000__cl,0.017101877604410308
x_sum_DNase::gm20000__cl,257023778.68751895
y_sum_DNase::gm20000__cl,1418088.900126703
x_squared_sum_DNase::gm20000__cl,3961898257.5035076
y_squared_sum_DNase::gm20000__cl,1407862.3099926808
xy_sum_DNase::gm20000__cl,1277248.9210429976
n_DNase::gm20000__cl,257088255.0
pearson_r_DNase::gm23248__cl,-5.905150362917312e-05
p_value_DNase::gm23248__cl,0.34372555186000997
fraction_within_DNase::gm23248__cl,0.019677788012728556
cosine_similarity_DNase::gm23248__cl,0.035759861497960524
x_sum_DNase::gm23248__cl,257023778.68751895
y_sum_DNase::gm23248__cl,5068197.500196375
x_squared_sum_DNase::gm23248__cl,3961898257.5035076
y_squared_sum_DNase::gm23248__cl,5051519.729974832
xy_sum_DNase::gm23248__cl,5058928.182452302
n_DNase::gm23248__cl,257088255.0
pearson_r_DNase::gm23338__cl,-0.0002207911583283341
p_value_DNase::gm23338__cl,0.00039988589807618254
fraction_within_DNase::gm23338__cl,0.01635919673880431
cosine_similarity_DNase::gm23338__cl,0.03257120602830391
x_sum_DNase::gm23338__cl,257023778.68751895
y_sum_DNase::gm23338__cl,4234159.50032492
x_squared_sum_DNase::gm23338__cl,3961898257.5035076
y_squared_sum_DNase::gm23338__cl,4208404.009992297
xy_sum_DNase::gm23338__cl,4205757.342780891
n_DNase::gm23338__cl,257088255.0
pearson_r_DNase::h1__embryo_cl,-0.0004979059452422475
p_value_DNase::h1__embryo_cl,1.423447435057301e-15
fraction_within_DNase::h1__embryo_cl,0.01631740951776426
cosine_similarity_DNase::h1__embryo_cl,0.03247528486273094
x_sum_DNase::h1__embryo_cl,257023778.68751895
y_sum_DNase::h1__embryo_cl,4257755.900311239
x_squared_sum_DNase::h1__embryo_cl,3961898257.5035076
y_squared_sum_DNase::h1__embryo_cl,4211702.069994798
xy_sum_DNase::h1__embryo_cl,4195014.339042405
n_DNase::h1__embryo_cl,257088255.0
pearson_r_DNase::h4__cl,-0.00083001169675118
p_value_DNase::h4__cl,2.0690199771442956e-40
fraction_within_DNase::h4__cl,0.008031379235122862
cosine_similarity_DNase::h4__cl,0.0224982814654001
x_sum_DNase::h4__cl,257023778.68751895
y_sum_DNase::h4__cl,2138663.200153783
x_squared_sum_DNase::h4__cl,3961898257.5035076
y_squared_sum_DNase::h4__cl,2125899.4999836753
xy_sum_DNase::h4__cl,2064773.2728009715
n_DNase::h4__cl,257088255.0
pearson_r_DNase::h54__cancer_cl,-0.00109545272632055
p_value_DNase::h54__cancer_cl,4.610331711800176e-69
fraction_within_DNase::h54__cancer_cl,0.003770131960035881
cosine_similarity_DNase::h54__cancer_cl,0.015181786115284342
x_sum_DNase::h54__cancer_cl,257023778.68751895
y_sum_DNase::h54__cancer_cl,1037010.5000996068
x_squared_sum_DNase::h54__cancer_cl,3961898257.5035076
y_squared_sum_DNase::h54__cancer_cl,1028794.2299909467
xy_sum_DNase::h54__cancer_cl,969256.6467253544
n_DNase::h54__cancer_cl,257088255.0
pearson_r_DNase::h7__embryo_cl,0.0010227974222061075
p_value_DNase::h7__embryo_cl,1.9278894147397747e-60
fraction_within_DNase::h7__embryo_cl,0.030045446795292433
cosine_similarity_DNase::h7__embryo_cl,0.04475733779684986
x_sum_DNase::h7__embryo_cl,257023778.68751895
y_sum_DNase::h7__embryo_cl,7558071.800494432
x_squared_sum_DNase::h7__embryo_cl,3961898257.5035076
y_squared_sum_DNase::h7__embryo_cl,7517786.619965067
xy_sum_DNase::h7__embryo_cl,7724331.487297074
n_DNase::h7__embryo_cl,257088255.0
pearson_r_DNase::h9__embryo_cl,-0.0006010643098861169
p_value_DNase::h9__embryo_cl,5.555127883256637e-22
fraction_within_DNase::h9__embryo_cl,0.017614542647904692
cosine_similarity_DNase::h9__embryo_cl,0.033647512139943825
x_sum_DNase::h9__embryo_cl,257023778.68751895
y_sum_DNase::h9__embryo_cl,4607165.600373901
x_squared_sum_DNase::h9__embryo_cl,3961898257.5035076
y_squared_sum_DNase::h9__embryo_cl,4571913.239994407
xy_sum_DNase::h9__embryo_cl,4528492.031972896
n_DNase::h9__embryo_cl,257088255.0
pearson_r_DNase::hap_1__cancer_cl,-0.0006160052163142234
p_value_DNase::hap_1__cancer_cl,5.23716773348173e-23
fraction_within_DNase::hap_1__cancer_cl,0.011700167151196334
cosine_similarity_DNase::hap_1__cancer_cl,0.027325521821073062
x_sum_DNase::hap_1__cancer_cl,257023778.68751895
y_sum_DNase::hap_1__cancer_cl,3073924.9001886696
x_squared_sum_DNase::hap_1__cancer_cl,3961898257.5035076
y_squared_sum_DNase::hap_1__cancer_cl,3058499.1099851695
xy_sum_DNase::hap_1__cancer_cl,3007975.5561093865
n_DNase::hap_1__cancer_cl,257088255.0
pearson_r_DNase::hcec_1ct__embryo_cl,-0.0005071722374372631
p_value_DNase::hcec_1ct__embryo_cl,4.223142555962818e-16
fraction_within_DNase::hcec_1ct__embryo_cl,0.011151284219950701
cosine_similarity_DNase::hcec_1ct__embryo_cl,0.026710489085259408
x_sum_DNase::hcec_1ct__embryo_cl,257023778.68751895
y_sum_DNase::hcec_1ct__embryo_cl,2919935.9001448005
x_squared_sum_DNase::hcec_1ct__embryo_cl,3961898257.5035076
y_squared_sum_DNase::hcec_1ct__embryo_cl,2907684.249982702
xy_sum_DNase::hcec_1ct__embryo_cl,2866864.201116162
n_DNase::hcec_1ct__embryo_cl,257088255.0
pearson_r_DNase::hct116__cancer_cl,-0.0010194049023256413
p_value_DNase::hct116__cancer_cl,4.7129113335697895e-60
fraction_within_DNase::hct116__cancer_cl,0.003142898864867853
cosine_similarity_DNase::hct116__cancer_cl,0.013827104993357991
x_sum_DNase::hct116__cancer_cl,257023778.68751895
y_sum_DNase::hct116__cancer_cl,865727.9000479728
x_squared_sum_DNase::hct116__cancer_cl,3961898257.5035076
y_squared_sum_DNase::hct116__cancer_cl,861905.089998837
xy_sum_DNase::hct116__cancer_cl,808002.3848103571
n_DNase::hct116__cancer_cl,257088255.0
pearson_r_DNase::head_of_caudate_nucleus__tis,-0.0013854413041275168
p_value_DNase::head_of_caudate_nucleus__tis,2.5075014807808657e-109
fraction_within_DNase::head_of_caudate_nucleus__tis,0.004100096563630043
cosine_similarity_DNase::head_of_caudate_nucleus__tis,0.015714613852752777
x_sum_DNase::head_of_caudate_nucleus__tis,257023778.68751895
y_sum_DNase::head_of_caudate_nucleus__tis,1144038.8001038283
x_squared_sum_DNase::head_of_caudate_nucleus__tis,3961898257.5035076
y_squared_sum_DNase::head_of_caudate_nucleus__tis,1135643.1799937256
xy_sum_DNase::head_of_caudate_nucleus__tis,1054086.6708751442
n_DNase::head_of_caudate_nucleus__tis,257088255.0
pearson_r_DNase::heart__embryo_tis,-0.0011739509786252763
p_value_DNase::heart__embryo_tis,4.883846053697796e-79
fraction_within_DNase::heart__embryo_tis,0.007190888239235695
cosine_similarity_DNase::heart__embryo_tis,0.021101064398696856
x_sum_DNase::heart__embryo_tis,257023778.68751895
y_sum_DNase::heart__embryo_tis,1948262.0001369044
x_squared_sum_DNase::heart__embryo_tis,3961898257.5035076
y_squared_sum_DNase::heart__embryo_tis,1937392.0199962244
xy_sum_DNase::heart__embryo_tis,1848692.9093251273
n_DNase::heart__embryo_tis,257088255.0
